ETH Address, Stake, Tier, Participation Weight
0x559c...0ee7,150,5,1
0x320c...1145,161,5,1
0xbada...7263,158,5,1
0x77cc...c4d6,500,4,2
0x2385...a11f,185,5,1
0x5e5a...e622,500,4,2
0x58ab...6512,189,5,1
0xacf1...c686,165,5,1
0x8d23...b0a7,520,4,2
0x2b09...f7e2,187,5,1
0x0f85...c617,505,4,2
0x5427...dc66,150,5,1
0x64ee...6ac0,150,5,1
0x61f4...75d3,1002,3,4
0x69f7...13dd,500,4,2
0x5bb0...10a8,151,5,1
0x32c3...d520,151,5,1
0xc304...3fb5,1000,3,4
0xa079...50c7,150,5,1
0xcf73...059c,568,4,2
0x86ef...3197,154,5,1
0xc456...5f3e,203,5,1
0x712a...b78e,156,5,1
0x1762...da39,500,4,2
0x011d...fc83,1000,3,4
0x15d1...5b39,500,4,2
0xcee7...35b3,1000,3,4
0x5087...76ec,150,5,1
0x16f3...0179,195,5,1
0xad88...c82c,535,4,2
0x627b...2909,155,5,1
0x0b4f...5be1,151,5,1
0x7af5...40ec,154,5,1
0xf3d7...853e,150,5,1
0x8571...49ce,1001,3,4
0xc8e0...b819,168,5,1
0x2967...e311,328,5,1
0x5b97...67dc,154,5,1
0x8771...eb0a,155,5,1
0xe62d...21f0,151,5,1
0x1e60...ccfa,150,5,1
0xa6c0...1170,150,5,1
0x41ad...c4fa,153,5,1
0x52f8...7434,150,5,1
0x639c...621d,223,5,1
0xca84...67b7,207,5,1
0x11de...8bfa,155,5,1
0x1b32...bd0b,155,5,1
0x9165...e6a0,155,5,1
0xdc02...703e,159,5,1
0x6baa...ef14,153,5,1
0x5111...728d,1011,3,4
0x3986...6f04,154,5,1
0xd5bf...8e42,1038,3,4
0xf7e1...38f6,1005,3,4
0x380d...b101,503,4,2
0x64b4...e5ab,150,5,1
0xd64e...36e6,500,4,2
0x852e...0eb7,166,5,1
0x571a...e2e1,155,5,1
0xbf80...32a1,150,5,1
0xfe7e...fb71,182,5,1
0xcbbd...c2af,505,4,2
0xb017...4548,513,4,2
0xfac4...cd9a,205,5,1
0x1c72...d414,510,4,2
0xa172...bff0,150,5,1
0x4047...697b,150,5,1
0x9034...2130,154,5,1
0x0d0d...3bb7,150,5,1
0x02d9...c6f7,168,5,1
0x22c4...73f0,200,5,1
0x140e...d5aa,503,4,2
0x025a...69dc,285,5,1
0x9980...4f3b,1007,3,4
0x8d21...7ce0,173,5,1
0x26de...8fcf,150,5,1
0xb1c8...7eae,500,4,2
0xc121...ee0e,155,5,1
0xe7db...e399,150,5,1
0xcc4e...1949,256,5,1
0x17a5...1eed,150,5,1
0x4502...ba5e,512,4,2
0x4db3...bc3f,151,5,1
0x4006...6d15,157,5,1
0xd491...cd7d,166,5,1
0x1e85...a8f5,220,5,1
0xe483...5011,150,5,1
0xa19e...69cc,160,5,1
0xfc7a...e39d,150,5,1
0xf204...3baa,500,4,2
0xfd31...7030,151,5,1
0xf596...4420,150,5,1
0x3243...904c,203,5,1
0xa214...82fd,188,5,1
0x60dd...2d44,150,5,1
0x0ed1...87a0,150,5,1
0x9003...76d2,154,5,1
0x79fd...cae3,155,5,1
0x586b...4f10,503,4,2
0x5fe6...2728,157,5,1
0xaaab...bf32,150,5,1
0xbb23...f88f,197,5,1
0xbbcb...0f62,150,5,1
0x4ba1...213e,160,5,1
0x5d20...2b8f,781,4,2
0x0d97...56d1,150,5,1
0x082c...c878,500,4,2
0x9e46...a8cf,150,5,1
0xf106...c00d,227,5,1
0x5b56...e83f,254,5,1
0xaa42...ac80,300,5,1
0xdfc9...af52,535,4,2
0x71ec...d3be,150,5,1
0xa6ba...6cdb,195,5,1
0xc4f9...d225,253,5,1
0xcce6...8aff,194,5,1
0x4f7c...30d7,500,4,2
0x09f8...aa41,150,5,1
0xef18...4391,150,5,1
0xc20d...ff31,150,5,1
0x5631...7d9e,150,5,1
0xc7da...f9cc,203,5,1
0x9e7f...805f,150,5,1
0x19bb...1cc4,155,5,1
0xf260...170e,185,5,1
0x51d4...5364,154,5,1
0x671f...634f,150,5,1
0xec45...c665,151,5,1
0x83b3...b566,156,5,1
0x960d...f00f,180,5,1
0x398e...2a18,151,5,1
0xb44f...afb7,153,5,1
0xa55f...d148,155,5,1
0x9d2e...bbe6,500,4,2
0xef59...d3db,150,5,1
0x23f8...0724,150,5,1
0x87ac...2c54,200,5,1
0x61bc...0d25,152,5,1
0x78d0...ba97,300,5,1
0x9b7a...4edb,503,4,2
0x6d52...5f8b,150,5,1
0x4186...8cff,151,5,1
0x46e1...c8d1,150,5,1
0x8fb0...b198,168,5,1
0x6adc...08fc,150,5,1
0xdcae...82c4,163,5,1
0x9d14...8cdb,150,5,1
0xb2ab...9f67,150,5,1
0xe5c3...20b6,160,5,1
0x960d...ebe8,500,4,2
0x9702...7664,161,5,1
0x5ff6...437b,150,5,1
0xf4e7...4715,153,5,1
0xbb96...64df,151,5,1
0x6e42...34c0,170,5,1
0xc347...5c65,150,5,1
0x7318...ad3a,155,5,1
0x1089...4b57,154,5,1
0xd0dc...ab38,161,5,1
0x0b40...4f11,298,5,1
0xe476...8bba,200,5,1
0x258f...0dac,158,5,1
0xf6b9...aa1c,151,5,1
0x73db...209a,533,4,2
0xe91f...feb7,155,5,1
0xf052...c987,150,5,1
0xac30...74d0,150,5,1
0x6932...1424,224,5,1
0xa415...5205,160,5,1
0x5cad...a5bd,151,5,1
0x6be2...8b26,150,5,1
0x9fbf...f1df,150,5,1
0xaa97...b82d,150,5,1
0xf5b1...8229,199,5,1
0xdc84...b2cf,155,5,1
0xfa10...7714,153,5,1
0x2820...ad30,213,5,1
0xbe68...d837,151,5,1
