ETH Address, Stake, Tier, Participation Weight
0xc20d...ff31,150,5,1
0xdb24...5b4b,151,5,1
0x4ebe...1893,1001,3,4
0x7a01...6b01,504,4,2
0xeb00...11c3,1010,3,4
0x1371...befb,1000,3,4
0x3afe...14d5,157,5,1
0xc347...5c65,150,5,1
0xbd84...6a35,1000,3,4
0xc29c...9496,153,5,1
0xe7c0...16ed,501,4,2
0x21fe...7a02,505,4,2
0x9fbf...f1df,150,5,1
0x6ee7...e89c,1441,3,5
0x8df2...3dda,155,5,1
0xa415...5205,160,5,1
0xf375...c5f2,150,5,1
0xd48e...aab2,213,5,1
0x3265...6426,150,5,1
0xc832...0a0e,507,4,2
0x1167...9a78,1059,3,4
0x3fb4...5886,1094,3,4
0xe859...05af,501,4,2
0x6f66...e856,1095,3,4
0x06a6...ad35,505,4,2
0x5f25...e745,1004,3,4
0x5087...76ec,150,5,1
0x1f1f...4b6e,170,5,1
0xcf91...84bc,1079,3,4
0x0d97...56d1,150,5,1
0x0062...6468,1000,3,4
0xf603...4f82,150,5,1
0x6baa...ef14,153,5,1
0x6c17...a444,1012,3,4
0x3f3b...940d,1000,3,4
0x9003...76d2,154,5,1
0xe9d8...fda3,1038,3,4
0x67a8...2eb6,503,4,2
0xd740...7371,1008,3,4
0x1190...b27f,1000,3,4
0xf29e...d1ca,150,5,1
0xc17a...7828,1240,3,4
0x00e9...d60a,1000,3,4
0xabdb...e5cf,214,5,1
0x78d0...ba97,300,5,1
0x3fea...f831,1007,3,4
0x9121...39f5,1010,3,4
0x24e2...45bf,1019,3,4
0x41ad...c4fa,153,5,1
0x3cc1...5dc4,1002,3,4
0xb8d1...87ae,1113,3,4
0xf1e2...6129,1001,3,4
0xa1fb...6492,1015,3,4
0xb104...9d86,512,4,2
0x3a10...9476,1023,3,4
0xf0ce...5cd8,165,5,1
0x1755...dcef,1490,3,5
0xacf1...53c2,159,5,1
0xfac4...cd9a,205,5,1
0x9f57...5f46,372,5,1
0xf6c5...c56d,500,4,2
0x559c...0ee7,150,5,1
0xfcca...45a6,502,4,2
0x2703...965e,165,5,1
0xbe68...d837,500,4,2
0xcebf...4c32,515,4,2
0x3146...af50,1272,3,5
0xc052...808f,355,5,1
0xc7da...f9cc,203,5,1
0x9b8e...6f68,156,5,1
0x0102...4825,1010,3,4
0xc066...bc28,150,5,1
0xd29f...92fc,500,4,2
0x94d5...1116,506,4,2
0x1e60...ccfa,150,5,1
0x55a0...77e1,150,5,1
0xef59...d3db,150,5,1
0x0740...ab57,500,4,2
0xd546...2354,501,4,2
0xfd18...4a01,152,5,1
0x4ab3...2059,185,5,1
0x467d...ae69,160,5,1
0x8f7a...70e4,500,4,2
0xc757...e677,150,5,1
0x3124...a8f4,500,4,2
0x8dd9...c661,585,4,2
0x006f...60ee,152,5,1
0x0cbf...d692,1109,3,4
0x2239...8d3e,152,5,1
0xa796...cec3,160,5,1
0x0ebf...cced,502,4,2
0xdf59...84e5,150,5,1
0x380d...b101,503,4,2
0xb307...46ab,200,5,1
0x758b...6378,150,5,1
0x3a09...9cc5,1006,3,4
0x8367...dfd4,150,5,1
0x1b32...bd0b,155,5,1
0x60dd...2d44,150,5,1
0xdc02...703e,159,5,1
0x2820...ad30,213,5,1
0x7408...5f92,155,5,1
0xf43f...8117,150,5,1
0xf896...b911,540,4,2
0x1c32...8da3,514,4,2
0x4b54...36a0,503,4,2
0xd8d0...4477,181,5,1
0x1762...da39,500,4,2
0xe7db...e399,150,5,1
0x0f85...c617,505,4,2
0x0b40...4f11,298,5,1
0x0836...f2e8,150,5,1
0x787b...b396,507,4,2
0x581b...c615,500,4,2
0x4fcf...c381,151,5,1
0xd145...4745,200,5,1
0x9165...e6a0,155,5,1
0x09f8...aa41,150,5,1
0x87ac...2c54,200,5,1
0xb44f...afb7,153,5,1
0x86fe...f277,152,5,1
0xc1ef...3e83,157,5,1
0x3243...904c,203,5,1
0x4a51...6b04,503,4,2
0x09f1...b3c9,504,4,2
0xb2db...0bda,200,5,1
0x140e...d5aa,503,4,2
0x32c3...d520,151,5,1
0xf642...95e8,510,4,2
0x0386...e998,201,5,1
0x9305...6f93,300,5,1
0xfc7a...e39d,150,5,1
0xbb96...64df,151,5,1
0x373b...ce96,501,4,2
0x4ffb...8afc,150,5,1
0x8e2b...6c01,204,5,1
0x495e...d23b,175,5,1
0xe28d...4d77,156,5,1
0x320c...1145,161,5,1
0x6dd7...6b3e,153,5,1
0xdcce...58bc,155,5,1
0xacf1...c686,165,5,1
0x25ee...9bbf,296,5,1
0x19bb...1cc4,155,5,1
0x8b96...4476,150,5,1
0x998b...8f12,150,5,1
0xad88...c82c,535,4,2
0x9057...9185,170,5,1
0x5631...7d9e,501,4,2
0xb6a6...def7,155,5,1
0x6adc...08fc,150,5,1
0x6a75...f6c0,696,4,2
0x11de...8bfa,155,5,1
0x52f8...7434,150,5,1
0x8d21...7ce0,173,5,1
0x2d6c...0116,155,5,1
0x2ca0...a558,150,5,1
0x5037...62ce,158,5,1
0xf5b1...8229,199,5,1
0x4d9d...ae22,153,5,1
0xef18...4391,150,5,1
0x64ee...6ac0,150,5,1
0x6be2...8b26,150,5,1
0xa442...cc21,150,5,1
0x4186...8cff,151,5,1
0x6035...0512,156,5,1
0x1ca8...1f2a,151,5,1
0x8771...eb0a,155,5,1
0xdc9c...7484,157,5,1
0xa899...9b59,151,5,1
